"division.id","division.house","division.name","division.date","division.number","division.clock_time","division.aye_votes","division.no_votes","division.possible_turnout","division.rebellions","division.edited","vote","strong","policy_id","policy_name"
5863,"rada","Сигнальне голосування  про проект Закону про прийняття Протоколу про внесення змін до Угоди ТРІПС (№0079)","2016-02-03",5863,"13:20",225,0,426,63,TRUE,"aye",FALSE,40,"За політичний курс Президента"
5858,"rada","Сигнальне голосування  про проект Закону про ратифікацію Протоколу про реєстри викидів і перенесення забруднювачів (№0078)","2016-02-03",5858,"13:06",222,0,426,71,TRUE,"aye",FALSE,40,"За політичний курс Президента"
5857,"rada","Сигнальне голосування  про проект Закону про ратифікацію Протоколу про реєстри викидів і перенесення забруднювачів (№0078)","2016-02-03",5857,"13:04",212,0,426,74,TRUE,"aye",FALSE,40,"За політичний курс Президента"
5856,"rada","Сигнальне голосування  про проект Закону про ратифікацію Протоколу про реєстри викидів і перенесення забруднювачів (№0078)","2016-02-03",5856,"13:03",204,0,426,79,TRUE,"aye",FALSE,40,"За політичний курс Президента"
5629,"rada","Сигнальне голосування  про проект Закону про ратифікацію Угоди між Україною та Королівством Іспанія про взаємну охорону інформації з обмеженим доступом (№0072)","2016-01-27",5629,"11:00",220,0,427,95,TRUE,"aye",FALSE,40,"За політичний курс Президента"
5628,"rada","Сигнальне голосування  про проект Закону про ратифікацію Угоди між Україною та Королівством Іспанія про взаємну охорону інформації з обмеженим доступом (№0072)","2016-01-27",5628,"10:59",217,0,427,81,TRUE,"aye",FALSE,40,"За політичний курс Президента"
5630,"rada","Сигнальне голосування  про проект Закону про ратифікацію Угоди між Україною та Королівством Іспанія про взаємну охорону інформації з обмеженим доступом (№0072)","2016-01-27",5630,"11:01",232,0,427,85,TRUE,"aye",FALSE,40,"За політичний курс Президента"
3766,"rada","Сигнальне голосування  про проект Закону про ратифікацію Договору про дружні відносини і співробітництво між Україною та Республікою Парагвай (№0053)","2015-09-16",3766,"11:00",220,0,425,59,TRUE,"aye",FALSE,40,"За політичний курс Президента"
7547,"rada","Поіменне голосування  про включення до порядку денного сесії проекту Закону про судоустрій і статус суддів (№4734)","2016-05-31",7547,"11:19",231,0,417,69,TRUE,"aye",FALSE,40,"За політичний курс Президента"
7284,"rada","Поіменне голосування  про проект Постанови про надання згоди на призначення Президентом України Луценка Ю.В. на посаду Генерального прокурора України (№4654) - за основу та в цілому","2016-05-12",7284,"18:15",264,37,418,37,TRUE,"aye",TRUE,40,"За політичний курс Президента"
7099,"rada","Поіменне голосування  про включення до порядку денного сесії проекту Закону про внесення змін до деяких законодавчих актів України щодо врегулювання окремих питань правового режиму території, що зазнала радіоактивного забруднення внаслідок Чорнобильської катастрофи (№4437)","2016-04-21",7099,"13:53",205,0,419,85,TRUE,"aye",FALSE,40,"За політичний курс Президента"
7024,"rada","Поіменне голосування  про включення до порядку денного сесії проекту Закону про внесення змін до деяких законодавчих актів України щодо врегулювання окремих питань правового режиму території, що зазнала радіоактивного забруднення внаслідок Чорнобильської катастрофи (№4437)","2016-04-20",7024,"11:52",173,0,414,72,TRUE,"aye",FALSE,40,"За політичний курс Президента"
7252,"rada","Поіменне голосування  про включення до порядку денного сесії проекту Закону про внесення змін до деяких законодавчих актів України щодо врегулювання окремих питань правового режиму території, що зазнала радіоактивного забруднення внаслідок Чорнобильської катастрофи (№4437)","2016-05-12",7252,"11:25",281,0,418,60,TRUE,"aye",FALSE,40,"За політичний курс Президента"
8157,"rada","Поіменне голосування  про проект Закону про ратифікацію Паризької угоди (№0105) - в цілому","2016-07-14",8157,"11:25",279,0,417,41,FALSE,"aye",TRUE,40,"За політичний курс Президента"
8156,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Паризької угоди (№0105)","2016-07-14",8156,"11:09",171,5,417,99,FALSE,"aye",FALSE,40,"За політичний курс Президента"
8596,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Фінансової угоди (Проект ""Основний кредит для аграрної галузі - Україна"") між Україною та Європейським інвестиційним банком (№0106)","2016-09-20",8596,"16:43",192,15,424,109,FALSE,"aye",FALSE,40,"За політичний курс Президента"
8597,"rada","Поіменне голосування  про проект Закону про ратифікацію Фінансової угоди (Проект ""Основний кредит для аграрної галузі - Україна"") між Україною та Європейським інвестиційним банком (№0106) - в цілому","2016-09-20",8597,"16:57",269,0,424,71,FALSE,"aye",TRUE,40,"За політичний курс Президента"
9193,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Угоди (у формі обміну нотами) між Україною та Королівством Нідерланди про продовження до 1 серпня 2017 року строку дії Угоди між Україною та Королівством Нідерланди про Міжнародну місію захисту розслідування від 28 липня 2014 року (№0111)","2016-10-19",9193,"10:43",153,7,424,132,FALSE,"aye",FALSE,40,"За політичний курс Президента"
9194,"rada","Поіменне голосування  про проект Закону про ратифікацію Угоди (у формі обміну нотами) між Україною та Королівством Нідерланди про продовження до 1 серпня 2017 року строку дії Угоди між Україною та Королівством Нідерланди про Міжнародну місію захисту розслідування від 28 липня 2014 року (№0111) - за основу та в цілому","2016-10-19",9194,"10:49",247,0,424,94,FALSE,"aye",TRUE,40,"За політичний курс Президента"
9633,"rada","Поіменне голосування  про проект Закону про ратифікацію Договору між Україною та Демократичною Соціалістичною Республікою Шри-Ланка про видачу правопорушників (№0113) - в цілому","2016-11-16",9633,"12:10",261,1,425,67,FALSE,"aye",TRUE,40,"За політичний курс Президента"
9634,"rada","Поіменне голосування  про проект Закону про ратифікацію Договору між Україною та Демократичною Соціалістичною Республікою Шри-Ланка про взаємну правову допомогу у кримінальних справах (№0114) - в цілому","2016-11-16",9634,"12:11",259,1,425,71,FALSE,"aye",TRUE,40,"За політичний курс Президента"
9635,"rada","Поіменне голосування  про проект Закону про ратифікацію Договору між Україною та Демократичною Соціалістичною Республікою Шри-Ланка про передачу засуджених осіб (№0115) - в цілому","2016-11-16",9635,"12:11",263,0,425,67,FALSE,"aye",TRUE,40,"За політичний курс Президента"
9639,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Конвенції Ради Європи проти маніпулювання спортивними змаганнями (№0117)","2016-11-16",9639,"13:11",167,2,425,108,FALSE,"aye",FALSE,40,"За політичний курс Президента"
9640,"rada","Поіменне голосування  про проект Закону про ратифікацію Конвенції Ради Європи проти маніпулювання спортивними змаганнями (№0117) - за основу та в цілому","2016-11-16",9640,"13:27",227,0,425,79,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10250,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Протоколу про внесення доповнень до Основної багатосторонньої угоди про міжнародний транспорт щодо розвитку коридору Європа-Кавказ-Азія (№0118)","2016-12-22",10250,"11:05",235,0,426,50,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10248,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Протоколу про внесення доповнень до Основної багатосторонньої угоди про міжнародний транспорт щодо розвитку коридору Європа-Кавказ-Азія (№0118)","2016-12-22",10248,"11:04",224,0,426,58,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10249,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Протоколу про внесення доповнень до Основної багатосторонньої угоди про міжнародний транспорт щодо розвитку коридору Європа-Кавказ-Азія (№0118)","2016-12-22",10249,"11:04",225,0,426,56,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10246,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Протоколу про внесення доповнень до Основної багатосторонньої угоди про міжнародний транспорт щодо розвитку коридору Європа-Кавказ-Азія (№0118)","2016-12-22",10246,"10:52",182,10,426,96,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10251,"rada","Поіменне голосування  про проект Закону про ратифікацію Протоколу про внесення доповнень до Основної багатосторонньої угоди про міжнародний транспорт щодо розвитку коридору Європа-Кавказ-Азія (№0118) - в цілому","2016-12-22",10251,"11:05",241,0,426,50,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10247,"rada","Поіменне голосування  про проект Закону про ратифікацію Протоколу про внесення доповнень до Основної багатосторонньої угоди про міжнародний транспорт щодо розвитку коридору Європа-Кавказ-Азія (№0118) - в цілому","2016-12-22",10247,"11:01",207,0,426,80,FALSE,"aye",TRUE,40,"За політичний курс Президента"
9663,"rada","Поіменне голосування  про направлення на повторне перше читання проекту Закону про ратифікацію Конвенції Ради Європи про запобігання насильству стосовно жінок і домашньому насильству та боротьбу із цими явищами (№0119)","2016-11-17",9663,"12:00",249,3,424,64,TRUE,"aye",TRUE,40,"За політичний курс Президента"
9662,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Конвенції Ради Європи про запобігання насильству стосовно жінок і домашньому насильству та боротьбу із цими явищами (№0119)","2016-11-17",9662,"11:34",181,7,424,94,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10657,"rada","Поіменне голосування  про проект Закону про ратифікацію Угоди про співробітництво між Україною та Європейською організацією з питань юстиції (№0122) - в цілому","2017-02-08",10657,"10:53",205,0,425,84,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10659,"rada","Поіменне голосування  про проект Закону про ратифікацію Угоди про співробітництво між Україною та Європейською організацією з питань юстиції (№0122) - в цілому","2017-02-08",10659,"10:56",230,0,425,61,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10658,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Угоди про співробітництво між Україною та Європейською організацією з питань юстиції (№0122)","2017-02-08",10658,"10:55",230,3,425,66,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10656,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Угоди про співробітництво між Україною та Європейською організацією з питань юстиції (№0122)","2017-02-08",10656,"10:44",159,8,425,130,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10504,"rada","Поіменне голосування  про проект Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124) - в цілому","2017-01-19",10504,"10:49",203,0,426,72,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10508,"rada","Поіменне голосування  про проект Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124) - за основу та в цілому","2017-01-19",10508,"10:55",234,0,426,47,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10505,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124)","2017-01-19",10505,"10:51",217,0,426,68,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10501,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124)","2017-01-19",10501,"10:35",143,16,426,120,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10506,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124)","2017-01-19",10506,"10:54",225,0,426,61,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10502,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124)","2017-01-19",10502,"10:36",147,16,426,118,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10507,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124)","2017-01-19",10507,"10:55",228,0,426,50,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10503,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про приєднання до Протоколу про внесення поправок до пункту а) частини першої статті 1 та частини першої та пункту b) частини третьої статті 14 Європейської угоди про міжнародне дорожнє перевезення небезпечних вантажів (ДОПНВ) (№0124)","2017-01-19",10503,"10:37",155,13,426,108,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10919,"rada","Поіменне голосування  про проект Закону про ратифікацію Договору між Україною та Урядом Малайзії про взаємну правову допомогу в кримінальних справах (№0128) - в цілому","2017-02-22",10919,"10:51",221,0,425,65,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10921,"rada","Поіменне голосування  про проект Закону про ратифікацію Договору між Україною та Урядом Малайзії про взаємну правову допомогу в кримінальних справах (№0128) - в цілому","2017-02-22",10921,"10:53",233,0,425,61,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10918,"rada","Рейтингове голосування  про проект Закону про ратифікацію Договору між Україною та Урядом Малайзії про взаємну правову допомогу в кримінальних справах (№0128)","2017-02-22",10918,"10:49",213,0,425,74,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10917,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Договору між Україною та Урядом Малайзії про взаємну правову допомогу в кримінальних справах (№0128)","2017-02-22",10917,"10:41",158,1,425,110,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10920,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Договору між Україною та Урядом Малайзії про взаємну правову допомогу в кримінальних справах (№0128)","2017-02-22",10920,"10:53",232,0,425,60,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10923,"rada","Поіменне голосування  про проект Закону про ратифікацію Договору між Україною та Урядом Малайзії про видачу правопорушників (№0129) - в цілому","2017-02-22",10923,"10:57",218,0,425,67,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10927,"rada","Поіменне голосування  про проект Закону про ратифікацію Договору між Україною та Урядом Малайзії про видачу правопорушників (№0129) - в цілому","2017-02-22",10927,"11:01",235,0,425,58,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10926,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Договору між Україною та Урядом Малайзії про видачу правопорушників (№0129)","2017-02-22",10926,"11:00",230,0,425,59,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10925,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Договору між Україною та Урядом Малайзії про видачу правопорушників (№0129)","2017-02-22",10925,"10:59",224,0,425,66,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10924,"rada","Поіменне голосування  про повернення до розгляду проекту Закону про ратифікацію Договору між Україною та Урядом Малайзії про видачу правопорушників (№0129)","2017-02-22",10924,"10:58",223,0,425,63,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10922,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про ратифікацію Договору між Україною та Урядом Малайзії про видачу правопорушників (№0129)","2017-02-22",10922,"10:54",200,0,425,83,FALSE,"aye",FALSE,40,"За політичний курс Президента"
326,"rada","Поіменне голосування  про проект Закону про внесення змін до Закону України ""Про судоустрій і статус суддів"" щодо удосконалення засад організації та функціонування судової влади відповідно до європейських стандартів (№1497) - за основу","2015-01-13",326,"11:27",246,0,423,57,FALSE,"aye",TRUE,40,"За політичний курс Президента"
5437,"rada","Сигнальне голосування  про проект Закону про внесення змін до статті 15 Закону України ""Про судоустрій і статус суддів"" щодо удосконалення механізму визначення рівня навантаження на суддів відповідного суду (№2487)","2015-12-25",5437,"01:26",169,0,426,108,FALSE,"aye",FALSE,40,"За політичний курс Президента"
5072,"rada","Сигнальне голосування  про проект Закону про внесення змін до статті 15 Закону України ""Про судоустрій і статус суддів"" щодо удосконалення механізму визначення рівня навантаження на суддів відповідного суду (№2487)","2015-12-08",5072,"17:41",205,1,427,100,FALSE,"aye",FALSE,40,"За політичний курс Президента"
5073,"rada","Сигнальне голосування  про проект Закону про внесення змін до статті 15 Закону України ""Про судоустрій і статус суддів"" щодо удосконалення механізму визначення рівня навантаження на суддів відповідного суду (№2487)","2015-12-08",5073,"17:42",204,1,427,96,FALSE,"aye",FALSE,40,"За політичний курс Президента"
7653,"rada","Поіменне голосування  про проект Закону про судоустрій і статус суддів (№4734) - за основу та в цілому","2016-06-02",7653,"12:00",281,5,417,49,TRUE,"aye",TRUE,40,"За політичний курс Президента"
7865,"rada","Поіменне голосування  про проект Постанови про скасування рішення Верховної Ради України від 02 червня 2016 року про прийняття за основу та в цілому проекту закону про судоустрій і статус суддів (№4734-П) - за основу та в цілому","2016-06-16",7865,"14:00",72,13,417,85,FALSE,"aye",TRUE,40,"За політичний курс Президента"
5071,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про внесення змін до статті 15 Закону України ""Про судоустрій і статус суддів"" щодо удосконалення механізму визначення рівня навантаження на суддів відповідного суду (№2487)","2015-12-08",5071,"17:36",166,9,427,126,FALSE,"aye",FALSE,40,"За політичний курс Президента"
271,"rada","Поіменне голосування  про включення до порядку денного сесії проекту Закону про внесення змін до Закону України ""Про судоустрій і статус суддів"" щодо удосконалення засад організації та функціонування судової влади відповідно до європейських стандартів (№1497)","2014-12-28",271,"10:18",270,1,423,45,FALSE,"aye",FALSE,40,"За політичний курс Президента"
274,"rada","Поіменне голосування  про включення до порядку денного сесії проекту Закону про внесення змін до Закону України ""Про судоустрій і статус суддів"" (щодо вдосконалення процедури переведення суддів)  (№1590)","2014-12-28",274,"10:20",273,0,423,33,FALSE,"aye",FALSE,40,"За політичний курс Президента"
273,"rada","Поіменне голосування  про включення до порядку денного сесії проекту Закону про внесення змін до Закону України ""Про судоустрій та статус суддів"" щодо встановлення реальної відповідальності суддів  (№1585)","2014-12-28",273,"10:19",274,0,423,32,FALSE,"aye",FALSE,40,"За політичний курс Президента"
327,"rada","Поіменне голосування  про проект Закону про внесення змін до Закону України ""Про судоустрій та статус суддів"" щодо встановлення реальної відповідальності суддів (№1585) - за основу","2015-01-13",327,"11:28",102,1,423,96,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10218,"rada","Поіменне голосування  про проект Закону про Вищу раду правосуддя (№5180) - у другому читанні та в цілому","2016-12-21",10218,"02:57",271,17,426,67,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10216,"rada","Рейтингове голосування  про проект Закону про Вищу раду правосуддя (№5180)","2016-12-21",10216,"02:38",200,14,426,87,FALSE,"aye",FALSE,40,"За політичний курс Президента"
9483,"rada","Поіменне голосування  про проект Закону про Вищу раду правосуддя (№5180) - за основу","2016-11-03",9483,"18:08",232,5,423,55,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10217,"rada","Поіменне голосування  про процедуру ad hoc стосовно розгляду в редакції Комітету проекту Закону про Вищу раду правосуддя (№5180)","2016-12-21",10217,"02:57",257,22,426,79,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10223,"rada","Рейтингове голосування  про проект Закону про внесення змін до Бюджетного кодексу України щодо уточнення розпорядників бюджетних коштів (№5181)","2016-12-21",10223,"03:16",220,6,426,91,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10224,"rada","Поіменне голосування  про проект Закону про внесення змін до Бюджетного кодексу України щодо уточнення розпорядників бюджетних коштів (№5181) - за основу та в цілому","2016-12-21",10224,"03:18",235,7,426,77,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10222,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про внесення змін до Бюджетного кодексу України щодо уточнення розпорядників бюджетних коштів (№5181)","2016-12-21",10222,"03:01",194,20,426,111,FALSE,"aye",FALSE,40,"За політичний курс Президента"
9585,"rada","Поіменне голосування  про проект Закону про внесення змін до деяких законів України щодо відшкодування фізичним особам через систему гарантування вкладів фізичних осіб шкоди, завданої зловживаннями у сфері банківських та інших фінансових послуг (№5390) - за основу та в цілому","2016-11-15",9585,"16:30",285,2,425,58,FALSE,"aye",TRUE,40,"За політичний курс Президента"
9582,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про внесення змін до деяких законів України щодо відшкодування фізичним особам через систему гарантування вкладів фізичних осіб шкоди, завданої зловживаннями у сфері банківських та інших фінансових послуг (№5390)","2016-11-15",9582,"16:09",144,7,425,133,FALSE,"aye",FALSE,40,"За політичний курс Президента"
9584,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про внесення змін до деяких законів України щодо відшкодування фізичним особам через систему гарантування вкладів фізичних осіб шкоди, завданої зловживаннями у сфері банківських та інших фінансових послуг (№5390)","2016-11-15",9584,"16:12",176,9,425,111,FALSE,"aye",FALSE,40,"За політичний курс Президента"
9538,"rada","Поіменне голосування  про включення до порядку денного та розгляд проекту Закону про внесення змін до деяких законів України щодо відшкодування фізичним особам через систему гарантування вкладів фізичних осіб шкоди, завданої зловживаннями у сфері банківських та інших фінансових послуг (№5390)","2016-11-15",9538,"11:39",276,0,425,60,FALSE,"aye",FALSE,40,"За політичний курс Президента"
9583,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про внесення змін до деяких законів України щодо відшкодування фізичним особам через систему гарантування вкладів фізичних осіб шкоди, завданої зловживаннями у сфері банківських та інших фінансових послуг (№5390)","2016-11-15",9583,"16:10",145,8,425,126,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10085,"rada","Поіменне голосування  про проект Закону про внесення зміни до Закону України ""Про банки і банківську діяльність"" щодо гарантування державою вкладів фізичних осіб (№5553) - за основу та в цілому","2016-12-20",10085,"20:01",276,4,425,68,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10512,"rada","Поіменне голосування  про проект Закону про схвалення рішення Президента України про допуск підрозділів збройних сил інших держав на територію України у 2017 році для участі у багатонаціональних навчаннях (№5636) - за основу та в цілому","2017-01-19",10512,"11:14",236,0,426,48,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10438,"rada","Поіменне голосування про включення до порядку денного сесії проекту Закону про схвалення рішення Президента України про допуск підрозділів збройних сил інших держав на територію України у 2017 році для участі у багатонаціональних навчаннях (№5636)","2017-01-17",10438,"17:14",222,0,426,77,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10510,"rada","Поіменне голосування  про розгляд проекту Закону про схвалення рішення Президента України про допуск підрозділів збройних сил інших держав на територію України у 2017 році для участі у багатонаціональних навчаннях (№5636)","2017-01-19",10510,"10:58",229,0,426,47,FALSE,"aye",TRUE,40,"За політичний курс Президента"
10431,"rada","Рейтингове голосування  про включення до порядку денного сесії проекту Закону про схвалення рішення Президента України про допуск підрозділів збройних сил інших держав на територію України у 2017 році для участі у багатонаціональних навчаннях (№5636)","2017-01-17",10431,"14:01",205,0,426,83,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10439,"rada","Поіменне голосування про включення до порядку денного сесії проекту Закону про схвалення рішення Президента України про допуск підрозділів збройних сил інших держав на територію України у 2017 році для участі у багатонаціональних навчаннях (№5636)","2017-01-17",10439,"17:15",232,0,426,70,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10511,"rada","Поіменне голосування  про розгляд за скороченою процедурою проекту Закону про схвалення рішення Президента України про допуск підрозділів збройних сил інших держав на територію України у 2017 році для участі у багатонаціональних навчаннях (№5636)","2017-01-19",10511,"10:59",206,11,426,80,FALSE,"aye",FALSE,40,"За політичний курс Президента"
10509,"rada","Поіменне голосування  про розгляд проекту Закону про схвалення рішення Президента України про допуск підрозділів збройних сил інших держав на територію України у 2017 році для участі у багатонаціональних навчаннях (№5636)","2017-01-19",10509,"10:57",220,0,426,55,FALSE,"aye",TRUE,40,"За політичний курс Президента"
