"person.id","person.latest_member.id","person.latest_member.name.first","person.latest_member.name.last","person.latest_member.electorate","person.latest_member.house","person.latest_member.party","agreement","voted","policy_id","policy_name"
18118,591,"Олександр","Марченко","Київська область","rada","Позафракційні","75",TRUE,40,"За політичний курс Президента"
17987,586,"Сергій","Тригубенко","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","74",TRUE,40,"За політичний курс Президента"
18083,602,"Валентин","Дідич","Дніпропетровська область","rada","Позафракційні","74",TRUE,40,"За політичний курс Президента"
15760,758,"Олександр","Пономарьов","Запорізька область","rada","Група ""Воля народу""","74",TRUE,40,"За політичний курс Президента"
17650,764,"Олександр","Шевченко","Івано-Франківська область","rada","Позафракційні","74",TRUE,40,"За політичний курс Президента"
11097,690,"Олександр","Супруненко","м. Київ","rada","Позафракційні","74",TRUE,40,"За політичний курс Президента"
18020,884,"Руслан","Сидорович","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""","74",TRUE,40,"За політичний курс Президента"
18041,1054,"Юрій-Богдан","Шухевич","обрано в Раду за списком партії","rada","Фракція Радикальної партії Олега Ляшка","74",TRUE,40,"За політичний курс Президента"
15801,710,"Сергій","Каплін","Полтавська область","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","74",TRUE,40,"За політичний курс Президента"
15810,767,"Ігор","Молоток","Сумська область","rada","Група ""Воля народу""","74",TRUE,40,"За політичний курс Президента"
17956,866,"Євген","Дейдей","обрано в Раду за списком партії","rada","Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""","74",TRUE,40,"За політичний курс Президента"
2394,1042,"Мустафа","Джемілєв","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","74",TRUE,40,"За політичний курс Президента"
18003,583,"Семен","Семенченко","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""","74",TRUE,40,"За політичний курс Президента"
15665,1021,"Марія","Матіос","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","74",TRUE,40,"За політичний курс Президента"
15824,1046,"Сергій","Лабазюк","Хмельницька область","rada","Група ""Воля народу""","74",TRUE,40,"За політичний курс Президента"
18074,911,"Дмитро","Голубов","Одеська область","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","73",TRUE,40,"За політичний курс Президента"
15733,654,"Степан","Івахів","Волинська область","rada","Група ""Воля народу""","73",TRUE,40,"За політичний курс Президента"
11131,1068,"Василь","Петьовка","Закарпатська область","rada","Група ""Воля народу""","73",TRUE,40,"За політичний курс Президента"
18030,978,"Андрій","Мірошник","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""","73",TRUE,40,"За політичний курс Президента"
17972,738,"Ольга","Богомолець","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","73",TRUE,40,"За політичний курс Президента"
18040,706,"Злата","Огнєвіч","обрано в Раду за списком партії","rada","Фракція Радикальної партії Олега Ляшка","72",TRUE,40,"За політичний курс Президента"
18049,1124,"Андрій","Артеменко","обрано в Раду за списком партії","rada","Позафракційні","72",TRUE,40,"За політичний курс Президента"
16672,1034,"Юрій","Левченко","м. Київ","rada","Позафракційні","72",TRUE,40,"За політичний курс Президента"
18039,837,"Сергій","Мельничук","обрано в Раду за списком партії","rada","Група ""Воля народу""","72",TRUE,40,"За політичний курс Президента"
2086,910,"Олександр","Турчинов","обрано в Раду за списком партії","rada","Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""","72",TRUE,40,"За політичний курс Президента"
15773,867,"Ярослав","Москаленко","Київська область","rada","Група ""Воля народу""","71",TRUE,40,"За політичний курс Президента"
15669,686,"Наталія","Агафонова","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","71",TRUE,40,"За політичний курс Президента"
11173,1114,"Руслан","Богдан","Полтавська область","rada","Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України","71",TRUE,40,"За політичний курс Президента"
1792,726,"Юлія","Тимошенко","обрано в Раду за списком партії","rada","Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України","71",TRUE,40,"За політичний курс Президента"
18124,752,"Володимир","Парасюк","Львівська область","rada","Позафракційні","71",TRUE,40,"За політичний курс Президента"
15823,1088,"Федір","Негой","Херсонська область","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","71",TRUE,40,"За політичний курс Президента"
5422,1002,"Михайло","Поплавський","Кіровоградська область","rada","Група ""Воля народу""","70",TRUE,40,"За політичний курс Президента"
11999,1078,"Ірина","Суслова","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","70",TRUE,40,"За політичний курс Президента"
18096,923,"Вячеслав","Константіновський","м. Київ","rada","Позафракційні","70",TRUE,40,"За політичний курс Президента"
18064,969,"Борислав","Береза","м. Київ","rada","Позафракційні","70",TRUE,40,"За політичний курс Президента"
3471,1013,"Олександр","Біловол","Харківська область","rada","Група ""Партія ""Відродження""","70",TRUE,40,"За політичний курс Президента"
14393,967,"Станіслав","Березкін","Кіровоградська область","rada","Група ""Партія ""Відродження""","70",TRUE,40,"За політичний курс Президента"
15257,1065,"Владислав","Бухарєв","Сумська область","rada","Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України","70",TRUE,40,"За політичний курс Президента"
18107,1035,"Вадим","Кривохатько","Запорізька область","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","70",TRUE,40,"За політичний курс Президента"
18086,757,"Олесь","Довгий","Кіровоградська область","rada","Група ""Воля народу""","69",TRUE,40,"За політичний курс Президента"
18054,624,"Ігор","Луценко","обрано в Раду за списком партії","rada","Фракція політичної партії ""Всеукраїнське об'єднання ""Батьківщина"" у Верховній Раді України","69",TRUE,40,"За політичний курс Президента"
15827,830,"Олександр","Герега","Хмельницька область","rada","Позафракційні","68",TRUE,40,"За політичний курс Президента"
5785,810,"Андрій","Шипко","Дніпропетровська область","rada","Група ""Партія ""Відродження""","68",TRUE,40,"За політичний курс Президента"
15756,825,"Михайло","Ланьо","Закарпатська область","rada","Група ""Партія ""Відродження""","68",TRUE,40,"За політичний курс Президента"
15734,748,"Яків","Безбах","Дніпропетровська область","rada","Позафракційні","68",TRUE,40,"За політичний курс Президента"
15830,751,"Валентин","Ничипоренко","Черкаська область","rada","Група ""Партія ""Відродження""","68",TRUE,40,"За політичний курс Президента"
15732,897,"Сергій","Мартиняк","Волинська область","rada","Група ""Воля народу""","68",TRUE,40,"За політичний курс Президента"
18087,876,"Олександр","Дубінін","Дніпропетровська область","rada","Позафракційні","68",TRUE,40,"За політичний курс Президента"
5566,571,"Віктор","Балога","Закарпатська область","rada","Позафракційні","67",TRUE,40,"За політичний курс Президента"
17988,990,"Олексій","Савченко","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","67",TRUE,40,"За політичний курс Президента"
11116,776,"Арсеній","Яценюк","обрано в Раду за списком партії","rada","Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""","67",TRUE,40,"За політичний курс Президента"
4339,844,"Антон","Яценко","Черкаська область","rada","Група ""Партія ""Відродження""","67",TRUE,40,"За політичний курс Президента"
18133,951,"Сергій","Сажко","Донецька область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","67",TRUE,40,"За політичний курс Президента"
18123,933,"Вадим","Нестеренко","Дніпропетровська область","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","67",TRUE,40,"За політичний курс Президента"
15916,795,"Андрій","Лозовой","обрано в Раду за списком партії","rada","Фракція Радикальної партії Олега Ляшка","66",TRUE,40,"За політичний курс Президента"
6548,833,"Ігор","Шурма","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","65",TRUE,40,"За політичний курс Президента"
15744,908,"Артур","Мартовицький","Дніпропетровська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","65",TRUE,40,"За політичний курс Президента"
5549,632,"Віталій","Хомутиннік","Харківська область","rada","Група ""Партія ""Відродження""","64",TRUE,40,"За політичний курс Президента"
18071,737,"Андрій","Гальченко","Дніпропетровська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","64",TRUE,40,"За політичний курс Президента"
15826,1008,"Віктор","Бондар","Хмельницька область","rada","Група ""Партія ""Відродження""","64",TRUE,40,"За політичний курс Президента"
18061,872,"Іван","Балога","Закарпатська область","rada","Позафракційні","64",TRUE,40,"За політичний курс Президента"
8723,539,"Олексій","Білий","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","64",TRUE,40,"За політичний курс Президента"
15816,782,"Володимир","Кацуба","Харківська область","rada","Група ""Партія ""Відродження""","64",TRUE,40,"За політичний курс Президента"
9776,774,"Віталій","Барвіненко","Одеська область","rada","Група ""Партія ""Відродження""","64",TRUE,40,"За політичний курс Президента"
18145,960,"Борис","Філатов","Дніпропетровська область","rada","Позафракційні","63",TRUE,40,"За політичний курс Президента"
18111,976,"Віталій","Купрій","Дніпропетровська область","rada","Позафракційні","63",TRUE,40,"За політичний курс Президента"
15741,625,"Костянтин","Павлов","Дніпропетровська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","63",TRUE,40,"За політичний курс Президента"
5500,936,"Едуард","Матвійчук","Одеська область","rada","Позафракційні","63",TRUE,40,"За політичний курс Президента"
5606,621,"Анатолій","Гіршфельд","Харківська область","rada","Група ""Воля народу""","63",TRUE,40,"За політичний курс Президента"
15799,633,"Іван","Фурсін","Одеська область","rada","Група ""Воля народу""","62",TRUE,40,"За політичний курс Президента"
5423,746,"Леонід","Клімов","Одеська область","rada","Група ""Партія ""Відродження""","62",TRUE,40,"За політичний курс Президента"
15762,972,"Євген","Балицький","Запорізька область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","62",TRUE,40,"За політичний курс Президента"
15815,797,"Анатолій","Денисенко","Харківська область","rada","Позафракційні","62",TRUE,40,"За політичний курс Президента"
11096,838,"Дмитро","Шпенов","Дніпропетровська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","62",TRUE,40,"За політичний курс Президента"
13694,945,"Андрій","Кісельов","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","62",TRUE,40,"За політичний курс Президента"
8826,950,"Юрій","Мірошниченко","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","61",TRUE,40,"За політичний курс Президента"
18036,901,"Володимир","Гусак","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","61",TRUE,40,"За політичний курс Президента"
15814,1119,"Володимир","Мисик","Харківська область","rada","Група ""Партія ""Відродження""","61",TRUE,40,"За політичний курс Президента"
2320,1096,"Сергій","Ківалов","Одеська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","61",TRUE,40,"За політичний курс Президента"
15644,606,"Олександр","Долженков","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","61",TRUE,40,"За політичний курс Президента"
18140,611,"Сергій","Тарута","Донецька область","rada","Позафракційні","61",TRUE,40,"За політичний курс Президента"
15800,553,"Олександр","Пресман","Одеська область","rada","Група ""Партія ""Відродження""","61",TRUE,40,"За політичний курс Президента"
3849,729,"Тетяна","Донець","обрано в Раду за списком партії","rada","Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""","60",TRUE,40,"За політичний курс Президента"
11098,778,"Дмитро","Колєсніков","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","60",TRUE,40,"За політичний курс Президента"
8771,813,"Володимир","Зубик","Черкаська область","rada","Група ""Партія ""Відродження""","60",TRUE,40,"За політичний курс Президента"
5464,642,"Михайло","Папієв","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","60",TRUE,40,"За політичний курс Президента"
5380,1010,"Юрій","Павленко","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","60",TRUE,40,"За політичний курс Президента"
15829,1038,"Геннадій","Бобов","Черкаська область","rada","Група ""Партія ""Відродження""","60",TRUE,40,"За політичний курс Президента"
2356,742,"Сергій","Матвієнков","Донецька область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","60",TRUE,40,"За політичний курс Президента"
15771,646,"Олександр","Онищенко","Київська область","rada","Група ""Воля народу""","59",TRUE,40,"За політичний курс Президента"
5542,1118,"Олександр","Фельдман","Харківська область","rada","Група ""Воля народу""","59",TRUE,40,"За політичний курс Президента"
18037,683,"Василь","Німченко","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","58",TRUE,40,"За політичний курс Президента"
11102,786,"Юрій","Мороко","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","58",TRUE,40,"За політичний курс Президента"
15757,859,"Павло","Балога","Закарпатська область","rada","Позафракційні","58",TRUE,40,"За політичний курс Президента"
2284,1071,"Андрій","Деркач","Сумська область","rada","Позафракційні","58",TRUE,40,"За політичний курс Президента"
18033,1048,"Микола","Скорик","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","58",TRUE,40,"За політичний курс Президента"
5520,896,"Тетяна","Бахтеєва","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","58",TRUE,40,"За політичний курс Президента"
15725,883,"Олександр","Нечаєв","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","57",TRUE,40,"За політичний курс Президента"
18166,1121,"Надія","Савченко","обрано в Раду за списком партії","rada","Позафракційні","57",TRUE,40,"За політичний курс Президента"
5399,662,"Ігор","Шкіря","Донецька область","rada","Група ""Партія ""Відродження""","57",TRUE,40,"За політичний курс Президента"
793,915,"Юлій","Іоффе","Луганська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","57",TRUE,40,"За політичний курс Президента"
8741,986,"Юрій","Воропаєв","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","57",TRUE,40,"За політичний курс Президента"
11106,979,"Іван","Мирний","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","57",TRUE,40,"За політичний курс Президента"
18034,894,"Тарас","Козак","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","57",TRUE,40,"За політичний курс Президента"
20107,1112,"Максим","Микитась","Чернігівська область","rada","Позафракційні","57",TRUE,40,"За політичний курс Президента"
18081,641,"Андрій","Денисенко","Дніпропетровська область","rada","Позафракційні","56",TRUE,40,"За політичний курс Президента"
18135,931,"Юрій","Солод","Донецька область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","56",TRUE,40,"За політичний курс Президента"
8737,622,"Олександр","Вілкул","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","55",TRUE,40,"За політичний курс Президента"
8715,832,"Віталій","Чепинога","обрано в Раду за списком партії","rada","Фракція ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""","55",TRUE,40,"За політичний курс Президента"
5541,1030,"Дмитро","Святаш","Харківська область","rada","Група ""Партія ""Відродження""","54",TRUE,40,"За політичний курс Президента"
8693,993,"Наталія","Королевська","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","54",TRUE,40,"За політичний курс Президента"
11094,732,"Юрій","Бойко","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","54",TRUE,40,"За політичний курс Президента"
15780,817,"Сергій","Дунаєв","Луганська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","54",TRUE,40,"За політичний курс Президента"
8725,1047,"Вячеслав","Богуслаєв","Запорізька область","rada","Група ""Воля народу""","54",TRUE,40,"За політичний курс Президента"
2301,1017,"Костянтин","Жеваго","Полтавська область","rada","Позафракційні","54",TRUE,40,"За політичний курс Президента"
8838,790,"Валерій","Писаренко","Харківська область","rada","Група ""Партія ""Відродження""","53",TRUE,40,"За політичний курс Президента"
8746,996,"Євгеній","Гєллєр","Донецька область","rada","Група ""Партія ""Відродження""","53",TRUE,40,"За політичний курс Президента"
2274,593,"Нестор","Шуфрич","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","53",TRUE,40,"За політичний курс Президента"
8781,1026,"Сергій","Клюєв","Донецька область","rada","Позафракційні","53",TRUE,40,"За політичний курс Президента"
833,659,"Юхим","Звягільський","Донецька область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","53",TRUE,40,"За політичний курс Президента"
8885,628,"Дмитро","Шенцев","Харківська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","52",TRUE,40,"За політичний курс Президента"
15819,1105,"Євгеній","Мураєв","Харківська область","rada","Позафракційні","52",TRUE,40,"За політичний курс Президента"
2179,607,"Сергій","Ларін","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","52",TRUE,40,"За політичний курс Президента"
18153,928,"Дмитро","Ярош","Дніпропетровська область","rada","Позафракційні","51",TRUE,40,"За політичний курс Президента"
15818,703,"Дмитро","Добкін","Харківська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","51",TRUE,40,"За політичний курс Президента"
18060,684,"Євген","Бакулін","Луганська область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","51",TRUE,40,"За політичний курс Президента"
17108,851,"Вадим","Новинський","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","51",TRUE,40,"За політичний курс Президента"
18065,618,"Андрій","Білецький","м. Київ","rada","Позафракційні","51",TRUE,40,"За політичний курс Президента"
11109,760,"Юлія","Льовочкіна","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","51",TRUE,40,"За політичний курс Президента"
5578,987,"Михайло","Добкін","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","51",TRUE,40,"За політичний курс Президента"
7718,839,"Сергій","Льовочкін","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","50",TRUE,40,"За політичний курс Президента"
15652,535,"Денис","Дзензерський","обрано в Раду за списком партії","rada","Фракція Політичної партії ""НАРОДНИЙ ФРОНТ""","50",FALSE,40,"За політичний курс Президента"
18028,534,"Павло","Костенко","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Об'єднання ""САМОПОМІЧ""","50",FALSE,40,"За політичний курс Президента"
18032,1053,"Вадим","Рабінович","обрано в Раду за списком партії","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","50",TRUE,40,"За політичний курс Президента"
13562,853,"Денис","Омельянович","Донецька область","rada","Фракція Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання","49",TRUE,40,"За політичний курс Президента"
